Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
NODE_128_length_4318_cov_2.476894	Caudovirales	100	Siphoviridae	100
NODE_128_length_7719_cov_2.881394	Caudovirales	100	Myoviridae	40
NODE_128_length_7926_cov_3.520518	Caudovirales	100	Myoviridae	42.85714286
NODE_128_length_9530_cov_3.895726	Caudovirales	100	Siphoviridae	80
NODE_129_length_11982_cov_4.021799	Caudovirales	100	Siphoviridae	83.33333333
NODE_129_length_16725_cov_4.848290	Caudovirales	100	Siphoviridae	100
NODE_129_length_17715_cov_4.670725	Caudovirales	100	Siphoviridae	60
NODE_129_length_18356_cov_2.856347	Caudovirales	100	Unassigned	NA
NODE_129_length_3774_cov_3.448777	Caudovirales	100	Siphoviridae	100
NODE_129_length_7891_cov_6.496172	Caudovirales	100	Myoviridae	50
NODE_129_length_9114_cov_5.036207	Caudovirales	100	Siphoviridae	60
NODE_129_length_9511_cov_4.151015	Caudovirales	100	Siphoviridae	100
NODE_129_length_9697_cov_3.774113	Caudovirales	100	Siphoviridae	100
NODE_13_length_21625_cov_70.329485	Caudovirales	100	Unassigned	NA
NODE_13_length_36623_cov_12.491687	Caudovirales	100	Siphoviridae	83.33333333
NODE_13_length_47685_cov_12.449024	Caudovirales	100	Siphoviridae	70
NODE_13_length_50138_cov_17.827646	Caudovirales	100	Siphoviridae	75
NODE_13_length_62957_cov_7.444517	Caudovirales	50	Myoviridae	46.66666667
NODE_13_length_65270_cov_6.229456	Caudovirales	45.45454545	Siphoviridae	42.85714286
NODE_13_length_76125_cov_44.994597	Caudovirales	100	Siphoviridae	79.41176471
NODE_130_length_10054_cov_42.340934	Caudovirales	100	Unassigned	NA
NODE_130_length_17679_cov_9.879653	Caudovirales	100	Podoviridae	45.45454545
NODE_130_length_3320_cov_1.843798	Caudovirales	100	Siphoviridae	100
NODE_130_length_4165_cov_2.259124	Caudovirales	100	Unassigned	NA
NODE_130_length_4226_cov_1.732678	Caudovirales	100	Myoviridae	50
NODE_130_length_4391_cov_3.039668	Caudovirales	100	Siphoviridae	66.66666667
NODE_130_length_4648_cov_34299.875463	no_order_Microviridae	100	Microviridae	100
NODE_130_length_5942_cov_2.112281	Caudovirales	100	Siphoviridae	100
NODE_130_length_7813_cov_4.787574	Caudovirales	100	Siphoviridae	100
NODE_130_length_9649_cov_3.897019	Caudovirales	100	Siphoviridae	100
NODE_131_length_16352_cov_25.591274	Caudovirales	100	Siphoviridae	83.33333333
NODE_131_length_18126_cov_2.645952	Caudovirales	100	Siphoviridae	75
NODE_131_length_3301_cov_1.893099	Caudovirales	100	Unassigned	NA
NODE_131_length_3733_cov_3.457042	Caudovirales	100	Siphoviridae	100
NODE_131_length_4164_cov_2.635921	Caudovirales	100	Unassigned	NA
NODE_131_length_5556_cov_340.263043	no_order_Microviridae	100	Microviridae	100
NODE_131_length_5875_cov_15.381443	Caudovirales	100	Siphoviridae	66.66666667
NODE_131_length_7646_cov_2.662495	Caudovirales	100	Siphoviridae	75
NODE_131_length_7727_cov_7.758081	Caudovirales	100	Myoviridae	50
NODE_131_length_9994_cov_3.530838	Caudovirales	100	Siphoviridae	60
NODE_132_length_11521_cov_13.243764	Caudovirales	50	Unassigned	37.5
NODE_132_length_16326_cov_4.376805	Caudovirales	100	Myoviridae	50
NODE_132_length_17116_cov_4.541938	Caudovirales	100	Siphoviridae	80
NODE_132_length_3289_cov_1.609462	Caudovirales	100	Siphoviridae	100
NODE_132_length_3727_cov_1.949619	Caudovirales	100	Siphoviridae	100
NODE_132_length_4143_cov_2.563845	Caudovirales	100	Siphoviridae	100
NODE_132_length_4611_cov_2.005268	Caudovirales	100	Siphoviridae	100
NODE_132_length_5872_cov_3.462266	Caudovirales	100	Myoviridae	100
NODE_132_length_7723_cov_4.159885	Caudovirales	50	Unassigned	NA
NODE_132_length_8878_cov_5.419358	no_order_Phycodnaviridae	50	Phycodnaviridae	40
NODE_132_length_9344_cov_4.753257	Caudovirales	50	Unassigned	NA
NODE_133_length_16842_cov_5.979448	Caudovirales	100	Siphoviridae	88.88888889
NODE_133_length_17998_cov_2.341359	Caudovirales	50	Siphoviridae	50
NODE_133_length_4170_cov_2.750911	Caudovirales	100	Unassigned	NA
NODE_133_length_5818_cov_19.263578	Caudovirales	100	Siphoviridae	66.66666667
NODE_133_length_7471_cov_2.310410	Caudovirales	100	Myoviridae	50
NODE_133_length_7696_cov_4.119880	Caudovirales	100	Siphoviridae	85.71428571
NODE_133_length_8865_cov_2.253802	Caudovirales	100	Unassigned	40
NODE_133_length_9400_cov_3.365008	Caudovirales	100	Siphoviridae	66.66666667
NODE_133_length_9870_cov_2.664697	Caudovirales	100	Siphoviridae	100
NODE_133_length_9938_cov_4.438328	Caudovirales	100	Siphoviridae	80
NODE_134_length_11308_cov_3.895850	Caudovirales	40	Unassigned	NA
NODE_134_length_14283_cov_3.115266	Caudovirales	50	Siphoviridae	66.66666667
NODE_134_length_17930_cov_5.569510	Caudovirales	50	Unassigned	NA
NODE_134_length_7545_cov_5.224566	Caudovirales	100	Unassigned	NA
NODE_135_length_11268_cov_2.948720	Caudovirales	100	Unassigned	NA
NODE_135_length_16408_cov_4.197456	Caudovirales	100	Siphoviridae	80
NODE_135_length_17928_cov_4.676663	Caudovirales	100	Siphoviridae	72.72727273
NODE_135_length_4108_cov_3.196151	Caudovirales	100	Unassigned	NA
NODE_135_length_4121_cov_2.057304	Caudovirales	100	Unassigned	NA
NODE_135_length_5745_cov_2.467663	Caudovirales	50	Siphoviridae	66.66666667
NODE_135_length_5787_cov_2.888346	Caudovirales	100	Siphoviridae	66.66666667
NODE_135_length_9775_cov_2.706379	Caudovirales	100	Siphoviridae	75
NODE_136_length_13956_cov_5.175311	Caudovirales	100	Myoviridae	100
NODE_136_length_16075_cov_4.222597	Caudovirales	100	Siphoviridae	72.72727273
NODE_136_length_4086_cov_3.736294	Caudovirales	100	Siphoviridae	100
NODE_136_length_5732_cov_3.113792	Caudovirales	100	Siphoviridae	80
NODE_136_length_5744_cov_864.749341	no_order_Microviridae	100	Microviridae	100
NODE_136_length_7378_cov_2.307115	Caudovirales	100	Myoviridae	50
NODE_136_length_7523_cov_1.972416	Caudovirales	100	Siphoviridae	100
NODE_136_length_9079_cov_3.949136	Caudovirales	100	Siphoviridae	100
NODE_136_length_9129_cov_2.469032	Caudovirales	100	Unassigned	NA
NODE_137_length_11083_cov_2.501451	Caudovirales	100	Unassigned	NA
NODE_137_length_13884_cov_3.151276	Caudovirales	100	Myoviridae	50
NODE_137_length_15986_cov_191.716590	Caudovirales	50	Podoviridae	83.33333333
NODE_137_length_16245_cov_8.305312	Caudovirales	100	Myoviridae	50
NODE_137_length_4860_cov_164.860146	no_order_Microviridae	100	Microviridae	100
NODE_137_length_5389_cov_2.098425	Caudovirales	100	Siphoviridae	100
NODE_137_length_5718_cov_2.238919	Caudovirales	100	Unassigned	NA
NODE_137_length_7313_cov_3.209286	Caudovirales	100	Unassigned	NA
NODE_137_length_8414_cov_2.982175	Caudovirales	100	Podoviridae	40
NODE_137_length_9265_cov_5.348969	Caudovirales	100	Myoviridae	42.85714286
NODE_137_length_9488_cov_2.690554	Caudovirales	100	Myoviridae	100
NODE_138_length_11053_cov_806.954173	Caudovirales	50	Siphoviridae	50
NODE_138_length_16831_cov_3.210777	Caudovirales	50	Siphoviridae	66.66666667
NODE_138_length_4016_cov_2.856602	Caudovirales	100	Myoviridae	100
NODE_138_length_4058_cov_2.177867	Caudovirales	100	Siphoviridae	100
NODE_138_length_7200_cov_5.578586	Caudovirales	100	Unassigned	NA
NODE_138_length_8404_cov_3.218589	Caudovirales	100	Siphoviridae	100
NODE_138_length_8781_cov_2.431469	Caudovirales	100	Siphoviridae	66.66666667
NODE_138_length_9094_cov_5.065715	Caudovirales	100	Myoviridae	50
NODE_139_length_13773_cov_3.522671	Caudovirales	100	Unassigned	36.36363636
NODE_139_length_15851_cov_4.101228	Caudovirales	100	Myoviridae	50
NODE_139_length_16736_cov_3.593849	Caudovirales	100	Myoviridae	50
NODE_139_length_4397_cov_2.683326	Caudovirales	100	Unassigned	NA
NODE_139_length_5354_cov_334.782412	no_order_Microviridae	100	Microviridae	100
NODE_139_length_5698_cov_2.610491	Caudovirales	100	Unassigned	NA
NODE_139_length_7327_cov_2.846260	Caudovirales	100	Siphoviridae	66.66666667
NODE_14_length_19140_cov_5.333456	Caudovirales	100	Siphoviridae	50
NODE_14_length_23265_cov_6.419388	Caudovirales	40	Siphoviridae	50
NODE_14_length_35381_cov_20.886033	Caudovirales	100	Siphoviridae	93.87755102
NODE_14_length_36060_cov_13.057825	Caudovirales	50	Siphoviridae	66.66666667
NODE_14_length_36134_cov_22.605782	Caudovirales	100	Siphoviridae	75
NODE_14_length_41649_cov_13.358946	Caudovirales	100	Siphoviridae	57.14285714
NODE_14_length_46328_cov_8.666393	Caudovirales	50	Siphoviridae	64.28571429
NODE_14_length_67708_cov_6.287127	Caudovirales	47.36842105	Myoviridae	43.75
NODE_14_length_68143_cov_12.417665	Caudovirales	39.13043478	Myoviridae	33.33333333
NODE_14_length_82304_cov_225.187151	Caudovirales	47.61904762	Myoviridae	38.46153846
NODE_14_length_82374_cov_240.205894	Caudovirales	47.61904762	Myoviridae	38.46153846
NODE_140_length_15662_cov_8.085474	Caudovirales	100	Siphoviridae	100
NODE_140_length_16667_cov_3.584698	Caudovirales	100	Siphoviridae	71.42857143
NODE_140_length_3039_cov_3.111595	Caudovirales	100	Unassigned	NA
NODE_140_length_3872_cov_1.942625	Caudovirales	100	Siphoviridae	100
NODE_140_length_5469_cov_7.356114	no_order_Microviridae	100	Microviridae	100
NODE_140_length_7315_cov_2.501240	Caudovirales	100	Siphoviridae	66.66666667
NODE_140_length_8375_cov_9.759135	Caudovirales	100	Siphoviridae	100
NODE_140_length_9062_cov_3.456534	Caudovirales	100	Unassigned	NA
NODE_141_length_10854_cov_2.354385	Caudovirales	100	Unassigned	NA
NODE_141_length_15493_cov_6.565941	Caudovirales	100	Myoviridae	50
NODE_141_length_16625_cov_4.358962	Caudovirales	50	Unassigned	NA
NODE_141_length_3535_cov_2.531034	Caudovirales	100	Siphoviridae	100
NODE_141_length_3838_cov_2.503040	Caudovirales	100	Siphoviridae	100
NODE_141_length_3990_cov_2.062516	Caudovirales	100	Siphoviridae	66.66666667
NODE_141_length_5311_cov_1.861492	Caudovirales	100	Myoviridae	100
NODE_141_length_5416_cov_3.928745	Caudovirales	100	Unassigned	NA
NODE_141_length_8892_cov_49.308023	Caudovirales	100	Myoviridae	50
NODE_141_length_9246_cov_2.675335	Caudovirales	100	Siphoviridae	100
NODE_142_length_13330_cov_4.517966	Caudovirales	100	Siphoviridae	75
NODE_142_length_15447_cov_3.592321	Caudovirales	100	Siphoviridae	75
NODE_142_length_15505_cov_266.883107	Caudovirales	50	Podoviridae	75
NODE_142_length_3022_cov_2.013482	Caudovirales	100	Siphoviridae	75
NODE_142_length_3528_cov_2.733084	Caudovirales	100	Siphoviridae	100
NODE_142_length_5412_cov_3.129737	Caudovirales	100	Myoviridae	50
NODE_142_length_5665_cov_2.970053	Caudovirales	100	Siphoviridae	100
NODE_142_length_7286_cov_6.589407	Caudovirales	100	Unassigned	NA
NODE_142_length_8212_cov_2.545299	Caudovirales	100	Siphoviridae	83.33333333
NODE_142_length_8476_cov_2.425959	Caudovirales	100	Podoviridae	100
NODE_142_length_8869_cov_4.741321	Caudovirales	50	Siphoviridae	50
NODE_142_length_8887_cov_25.506793	Caudovirales	100	Myoviridae	100
NODE_143_length_15246_cov_3.604437	Unassigned	NA	Mimiviridae	40
NODE_143_length_15436_cov_2.998310	Caudovirales	100	Siphoviridae	87.5
NODE_143_length_16458_cov_3.124672	Caudovirales	100	Siphoviridae	75
NODE_143_length_3020_cov_1.717032	Caudovirales	100	Siphoviridae	100
NODE_143_length_3491_cov_2.758149	Caudovirales	100	Siphoviridae	100
NODE_143_length_8001_cov_4.468286	Caudovirales	100	Siphoviridae	100
NODE_144_length_13170_cov_3.438277	Caudovirales	100	Podoviridae	40
NODE_144_length_15401_cov_6.296885	Caudovirales	100	Siphoviridae	75
NODE_144_length_16334_cov_3.580318	Caudovirales	100	Siphoviridae	83.33333333
NODE_144_length_3012_cov_1.897193	Caudovirales	100	Siphoviridae	100
NODE_144_length_5244_cov_1.940644	Caudovirales	100	Siphoviridae	100
NODE_144_length_6802_cov_2.377056	Caudovirales	100	Podoviridae	100
NODE_144_length_7223_cov_1.976004	Caudovirales	100	Siphoviridae	100
NODE_144_length_8430_cov_3.015284	Caudovirales	100	Siphoviridae	66.66666667
NODE_145_length_10316_cov_5.518371	no_order_Phycodnaviridae	100	Phycodnaviridae	100
NODE_145_length_13103_cov_4.262262	Caudovirales	50	Unassigned	NA
NODE_145_length_16280_cov_17.410909	Caudovirales	100	Siphoviridae	81.81818182
NODE_145_length_3421_cov_4.028520	Caudovirales	100	Podoviridae	100
NODE_145_length_3732_cov_3.214849	Caudovirales	100	Siphoviridae	100
NODE_145_length_3943_cov_3.155350	Caudovirales	100	Siphoviridae	100
NODE_145_length_5576_cov_3.659844	Caudovirales	100	Siphoviridae	75
NODE_145_length_7167_cov_2.350675	Caudovirales	100	Siphoviridae	80
NODE_145_length_8809_cov_2.673406	Caudovirales	100	Podoviridae	50
NODE_145_length_9094_cov_3.357119	Caudovirales	100	Siphoviridae	60
NODE_146_length_13089_cov_3.251880	Caudovirales	100	Myoviridae	50
NODE_146_length_14859_cov_9.807417	Caudovirales	100	Unassigned	NA
NODE_146_length_3930_cov_2.161806	Caudovirales	100	Siphoviridae	100
NODE_146_length_4668_cov_2.391502	Caudovirales	100	Siphoviridae	66.66666667
NODE_146_length_5174_cov_1.764407	Caudovirales	100	Siphoviridae	100
NODE_146_length_7589_cov_3.718476	Caudovirales	100	Unassigned	100
NODE_146_length_8742_cov_3.308967	Caudovirales	100	Siphoviridae	75
NODE_146_length_9071_cov_2.598935	Caudovirales	40	Unassigned	NA
NODE_147_length_10205_cov_4.336355	Caudovirales	100	Siphoviridae	100
NODE_147_length_13084_cov_2.895310	Caudovirales	100	Siphoviridae	60
NODE_147_length_14844_cov_3.406180	Caudovirales	100	Unassigned	NA
NODE_147_length_15848_cov_52.002596	Caudovirales	50	Siphoviridae	50
NODE_147_length_2952_cov_1.243010	Caudovirales	100	Siphoviridae	100
NODE_147_length_3916_cov_2.519037	Caudovirales	100	Unassigned	100
NODE_147_length_5084_cov_13961.725393	no_order_Microviridae	100	Microviridae	100
NODE_147_length_5556_cov_89.738411	no_order_Microviridae	100	Microviridae	100
NODE_147_length_8228_cov_3.494922	Caudovirales	100	Siphoviridae	100
NODE_147_length_8585_cov_4.790152	Caudovirales	100	Siphoviridae	66.66666667
NODE_148_length_10186_cov_2.296812	Caudovirales	100	Siphoviridae	100
NODE_148_length_15224_cov_5.004812	Caudovirales	100	Siphoviridae	75
NODE_148_length_15775_cov_4.426972	Caudovirales	100	Siphoviridae	100
NODE_148_length_4073_cov_1.880786	Caudovirales	100	Siphoviridae	100
NODE_148_length_5057_cov_2.167933	Caudovirales	100	Unassigned	NA
NODE_148_length_5110_cov_399.962018	Unassigned	NA	Marseilleviridae	40
NODE_148_length_5520_cov_2.134492	Caudovirales	100	Myoviridae	100
NODE_148_length_6469_cov_2.383224	Caudovirales	100	Siphoviridae	100
NODE_148_length_7520_cov_4.216879	Caudovirales	100	Siphoviridae	100
NODE_148_length_8186_cov_2.789448	Caudovirales	100	Siphoviridae	100
NODE_149_length_12651_cov_3.801604	Caudovirales	100	Siphoviridae	100
NODE_149_length_15197_cov_3.418373	Caudovirales	100	Unassigned	NA
NODE_149_length_4061_cov_2.041687	Caudovirales	100	Siphoviridae	100
NODE_149_length_4648_cov_2.347921	Caudovirales	100	Siphoviridae	100
NODE_149_length_4943_cov_1.929419	Caudovirales	100	Siphoviridae	100
NODE_149_length_8941_cov_3.902431	Caudovirales	100	Unassigned	NA
NODE_15_length_17679_cov_79.513164	Caudovirales	100	Siphoviridae	66.66666667
NODE_15_length_25461_cov_5.347910	Caudovirales	100	Siphoviridae	66.66666667
NODE_15_length_33233_cov_4.180270	Caudovirales	50	Myoviridae	40
NODE_15_length_35381_cov_29.469003	Caudovirales	100	Siphoviridae	93.87755102
NODE_15_length_36350_cov_5.563659	Caudovirales	100	Siphoviridae	64.70588235
NODE_15_length_44579_cov_4.400862	Caudovirales	48.48484848	Siphoviridae	77.77777778
NODE_15_length_49707_cov_409.118646	Caudovirales	100	Siphoviridae	75
NODE_15_length_65442_cov_4.411091	Caudovirales	42.85714286	Myoviridae	30
NODE_15_length_66097_cov_5.073741	Caudovirales	46.66666667	Myoviridae	30
NODE_150_length_10013_cov_34.211388	Caudovirales	100	Unassigned	NA
NODE_150_length_14978_cov_3.969242	Caudovirales	100	Unassigned	NA
NODE_150_length_2833_cov_2.154068	Caudovirales	100	Unassigned	NA
NODE_150_length_3879_cov_2.359310	Caudovirales	100	Siphoviridae	100
NODE_150_length_5078_cov_1.691619	Caudovirales	100	Siphoviridae	100
NODE_150_length_8405_cov_3.549461	Caudovirales	100	Siphoviridae	83.33333333
NODE_151_length_10009_cov_3.820374	Caudovirales	50	Siphoviridae	50
NODE_151_length_12507_cov_3.539833	Caudovirales	100	Siphoviridae	100
NODE_151_length_14962_cov_2.615080	Caudovirales	100	Unassigned	NA
NODE_151_length_3523_cov_2.358997	Caudovirales	100	Unassigned	NA
NODE_151_length_3878_cov_2.538844	Caudovirales	100	Siphoviridae	100
NODE_151_length_3989_cov_4.233096	Caudovirales	100	Siphoviridae	100
NODE_151_length_4633_cov_2.758410	Caudovirales	100	Siphoviridae	100
NODE_151_length_5410_cov_1.796825	Caudovirales	100	Siphoviridae	100
NODE_151_length_8003_cov_7.764469	Caudovirales	100	Siphoviridae	50
NODE_151_length_8816_cov_3.036297	Caudovirales	100	Unassigned	NA
NODE_152_length_5055_cov_2.811800	Caudovirales	100	Unassigned	NA
NODE_152_length_7431_cov_2.017625	Caudovirales	50	Siphoviridae	75
NODE_152_length_7862_cov_3.277059	Caudovirales	100	Podoviridae	100
NODE_152_length_8348_cov_2.643555	Caudovirales	100	Siphoviridae	83.33333333
NODE_152_length_8793_cov_3.943809	Caudovirales	100	Siphoviridae	100
NODE_153_length_12338_cov_2.776602	Caudovirales	100	Siphoviridae	100
NODE_153_length_14844_cov_3.822638	Caudovirales	100	Siphoviridae	61.53846154
NODE_153_length_2791_cov_2.547149	Caudovirales	100	Siphoviridae	100
NODE_153_length_3273_cov_2.541019	Caudovirales	100	Siphoviridae	100
NODE_153_length_4848_cov_2.750469	Caudovirales	100	Unassigned	100
NODE_153_length_5027_cov_1.975463	Caudovirales	100	Siphoviridae	66.66666667
NODE_153_length_7847_cov_3.940323	Caudovirales	100	Unassigned	NA
NODE_153_length_8304_cov_2.205479	Caudovirales	100	Siphoviridae	80
NODE_153_length_8773_cov_9.783207	Caudovirales	100	Unassigned	NA
NODE_154_length_12167_cov_3.553253	Caudovirales	50	Unassigned	NA
NODE_154_length_14517_cov_5.293943	Caudovirales	100	Siphoviridae	66.66666667
NODE_154_length_15222_cov_2.702710	Caudovirales	50	Myoviridae	50
NODE_154_length_2774_cov_1.854726	Caudovirales	100	Myoviridae	50
NODE_154_length_4541_cov_2.287784	Caudovirales	100	Siphoviridae	100
NODE_154_length_7778_cov_3.677716	Caudovirales	100	Siphoviridae	100
NODE_154_length_8116_cov_3.044908	Caudovirales	100	Unassigned	NA
NODE_154_length_9916_cov_2.693642	Caudovirales	100	Siphoviridae	60
NODE_155_length_12028_cov_3.535121	Caudovirales	100	Siphoviridae	100
NODE_155_length_14035_cov_6.183333	Caudovirales	50	Siphoviridae	83.33333333
NODE_155_length_14405_cov_3.736098	Caudovirales	100	Myoviridae	50
NODE_155_length_6526_cov_3.612425	Caudovirales	100	Siphoviridae	80
NODE_155_length_7314_cov_4.266566	no_order_Mimiviridae	100	Mimiviridae	100
NODE_155_length_8095_cov_3.745025	Caudovirales	100	Siphoviridae	100
NODE_155_length_8650_cov_2.225015	Caudovirales	100	Siphoviridae	62.5
NODE_156_length_13721_cov_35.273233	Caudovirales	50	Myoviridae	44.44444444
NODE_156_length_14338_cov_3.788630	Caudovirales	50	Siphoviridae	77.77777778
NODE_156_length_15014_cov_3.421485	Caudovirales	100	Unassigned	NA
NODE_156_length_3178_cov_2.164265	Caudovirales	100	Unassigned	NA
NODE_156_length_3399_cov_1.727572	Caudovirales	100	Unassigned	NA
NODE_156_length_7242_cov_3.038542	Caudovirales	100	Siphoviridae	100
NODE_156_length_7719_cov_16.987213	Caudovirales	100	Unassigned	NA
NODE_156_length_9733_cov_4.022939	Caudovirales	50	Unassigned	NA
NODE_157_length_2740_cov_2.420112	Caudovirales	100	Unassigned	NA
NODE_157_length_3755_cov_2.233514	Caudovirales	100	Myoviridae	100
NODE_157_length_4471_cov_2.103261	Caudovirales	100	Unassigned	NA
NODE_157_length_4794_cov_2.462334	Caudovirales	100	Siphoviridae	100
NODE_157_length_4919_cov_2.819285	Caudovirales	100	Siphoviridae	100
NODE_157_length_6112_cov_1.982334	Caudovirales	100	Siphoviridae	100
NODE_157_length_6469_cov_65.568288	no_order_Microviridae	100	Microviridae	100
NODE_157_length_7533_cov_5.398636	Caudovirales	100	Siphoviridae	75
NODE_157_length_9469_cov_8.582537	Caudovirales	100	Unassigned	NA
NODE_158_length_11627_cov_2.619167	Caudovirales	100	Unassigned	NA
NODE_158_length_2699_cov_1.539334	Caudovirales	100	Siphoviridae	100
NODE_158_length_4470_cov_2.131823	Caudovirales	100	Unassigned	NA
